run	Sample	reference	biosample	tech_replicate	bio_replicate	condition	data_source	library_type	host_ref
231215_VH00163_75_AAF2M5TM5	010_S1_S13_a1	CAG_EGFP_ITR_corrected	S1	rep2	rep1	mock_control	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S2_S14_a1	CAG_EGFP_ITR_corrected	S2	rep2	rep2	mock_control	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S3_S15_a1	CAG_EGFP_ITR_corrected	S3	rep2	rep1	standard_control	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S4_S16_a1	CAG_EGFP_ITR_corrected	S4	rep2	rep2	standard_control	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S5_S17_a1	CAG_EGFP_ITR_corrected	S5	rep2	rep1	low_dose	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S6_S18_a1	CAG_EGFP_ITR_corrected	S6	rep2	rep2	low_dose	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S7_S19_a1	CAG_EGFP_ITR_corrected	S7	rep2	rep1	high_dose	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S8_S20_a1	CAG_EGFP_ITR_corrected	S8	rep2	rep2	high_dose	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S9_S21_a1	CAG_EGFP_ITR_corrected	S9	rep2	rep1	low_dose_with_standard	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S10_S22_a1	CAG_EGFP_ITR_corrected	S10	rep2	rep2	low_dose_with_standard	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S11_S23_a1	CAG_EGFP_ITR_corrected	S11	rep2	rep1	high_dose_with_standard	Spark	TES	mm39
231215_VH00163_75_AAF2M5TM5	010_S12_S24_a1	CAG_EGFP_ITR_corrected	S12	rep2	rep2	high_dose_with_standard	Spark	TES	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	S-EPTS	mm39
240103_M05240_0140_000000000-L9FLL	SparkAIS_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	S-EPTS	mm39
240112_VH00163_77_AAF5V37M5	012_S1_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S2_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S3_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S4_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S5_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S6_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S7_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S8_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S9_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S10_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S11_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	TES	mm39
240112_VH00163_77_AAF5V37M5	012_S12_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	TES	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	slimPCR	mm39
240125_A01959_0044_BHVG7FDRX3	SparkAIS_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	slimPCR	mm39
230816_M71053_29_000000000-LBGW4	MI2077x01_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x02_S2_a1	CAG_EGFP_ITR_corrected	S1	rep2	rep1	mock_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x03_S3_a1	CAG_EGFP_ITR_corrected	S1	rep3	rep1	mock_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x01_S1_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x02_S2_a1	CAG_EGFP_ITR_corrected	S2	rep2	rep2	mock_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x03_S3_a1	CAG_EGFP_ITR_corrected	S2	rep3	rep2	mock_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x04_S4_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x05_S5_a1	CAG_EGFP_ITR_corrected	S3	rep2	rep1	standard_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x06_S6_a1	CAG_EGFP_ITR_corrected	S3	rep3	rep1	standard_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x04_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x05_S5_a1	CAG_EGFP_ITR_corrected	S4	rep2	rep2	standard_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x06_S6_a1	CAG_EGFP_ITR_corrected	S4	rep3	rep2	standard_control	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x07_S7_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x08_S8_a1	CAG_EGFP_ITR_corrected	S5	rep2	rep1	low_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x09_S9_a1	CAG_EGFP_ITR_corrected	S5	rep3	rep1	low_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x10_S10_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x11_S11_a1	CAG_EGFP_ITR_corrected	S6	rep2	rep2	low_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x12_S12_a1	CAG_EGFP_ITR_corrected	S6	rep3	rep2	low_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x13_S13_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x14_S14_a1	CAG_EGFP_ITR_corrected	S7	rep2	rep1	high_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x15_S15_a1	CAG_EGFP_ITR_corrected	S7	rep3	rep1	high_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x16_S16_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x17_S17_a1	CAG_EGFP_ITR_corrected	S8	rep2	rep2	high_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2077x18_S18_a1	CAG_EGFP_ITR_corrected	S8	rep3	rep2	high_dose	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x07_S7_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x08_S8_a1	CAG_EGFP_ITR_corrected	S9	rep2	rep1	low_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x09_S9_a1	CAG_EGFP_ITR_corrected	S9	rep3	rep1	low_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x10_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x11_S11_a1	CAG_EGFP_ITR_corrected	S10	rep2	rep2	low_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x12_S12_a1	CAG_EGFP_ITR_corrected	S10	rep3	rep2	low_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x13_S13_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x14_S14_a1	CAG_EGFP_ITR_corrected	S11	rep2	rep1	high_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x15_S15_a1	CAG_EGFP_ITR_corrected	S11	rep3	rep1	high_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x16_S16_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x17_S17_a1	CAG_EGFP_ITR_corrected	S12	rep2	rep2	high_dose_with_standard	Protagene	TES	mm39
230816_M71053_29_000000000-LBGW4	MI2079x18_S18_a1	CAG_EGFP_ITR_corrected	S12	rep3	rep2	high_dose_with_standard	Protagene	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_TES	SparkAIS12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS1-L2_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS2-L2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS3-L2_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS4-L2_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS5-L2_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS6-L2_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS7-L2_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS8-L2_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS9-L2_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS10-L2_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS11-L2_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LMPCR	SparkAIS12-L2_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS1-L3_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS2-L3_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS3-L3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS4-L3_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS5-L3_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS6-L3_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS7-L3_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS8-L3_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS9-L3_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS10-L3_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS11-L3_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Azenta	TES	mm39
230817_LH00401_55_223JYKLT4_LAMPCR	SparkAIS12-L3_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Azenta	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S1_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S2_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S3_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S4_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S5_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S6_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S7_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	TES	mm39
