run	Sample	reference	biosample	tech_replicate	bio_replicate	condition	data_source	library_type	host_ref
240209_VH00163_85_AAF5WC2M5	014_S8_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S9_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S10_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S11_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	014_S12_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S2_S14_a1	CAG_EGFP_ITR_corrected	S2	rep2	rep2	mock_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S3_S15_a1	CAG_EGFP_ITR_corrected	S3	rep2	rep1	standard_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S4_S16_a1	CAG_EGFP_ITR_corrected	S4	rep2	rep2	standard_control	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S5_S17_a1	CAG_EGFP_ITR_corrected	S5	rep2	rep1	low_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S6_S18_a1	CAG_EGFP_ITR_corrected	S6	rep2	rep2	low_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S7_S19_a1	CAG_EGFP_ITR_corrected	S7	rep2	rep1	high_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S8_S20_a1	CAG_EGFP_ITR_corrected	S8	rep2	rep2	high_dose	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S9_S21_a1	CAG_EGFP_ITR_corrected	S9	rep2	rep1	low_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S10_S22_a1	CAG_EGFP_ITR_corrected	S10	rep2	rep2	low_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S11_S23_a1	CAG_EGFP_ITR_corrected	S11	rep2	rep1	high_dose_with_standard	Spark	TES	mm39
240209_VH00163_85_AAF5WC2M5	015_S12_S24_a1	CAG_EGFP_ITR_corrected	S12	rep2	rep2	high_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S1_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S2_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S3_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S4_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S5_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S6_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S7_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S8_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S9_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S10_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S11_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	014_S12_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S2_S13_a1	CAG_EGFP_ITR_corrected	S2	rep2	rep2	mock_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S3_S14_a1	CAG_EGFP_ITR_corrected	S3	rep2	rep1	standard_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S4_S15_a1	CAG_EGFP_ITR_corrected	S4	rep2	rep2	standard_control	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S5_S16_a1	CAG_EGFP_ITR_corrected	S5	rep2	rep1	low_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S6_S17_a1	CAG_EGFP_ITR_corrected	S6	rep2	rep2	low_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S7_S18_a1	CAG_EGFP_ITR_corrected	S7	rep2	rep1	high_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S8_S19_a1	CAG_EGFP_ITR_corrected	S8	rep2	rep2	high_dose	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S9_S20_a1	CAG_EGFP_ITR_corrected	S9	rep2	rep1	low_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S10_S21_a1	CAG_EGFP_ITR_corrected	S10	rep2	rep2	low_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S11_S22_a1	CAG_EGFP_ITR_corrected	S11	rep2	rep1	high_dose_with_standard	Spark	TES	mm39
240214_VH00163_87_AAF5W7NM5	015_S12_S23_a1	CAG_EGFP_ITR_corrected	S12	rep2	rep2	high_dose_with_standard	Spark	TES	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	S-EPTS	mm39
240318_A01959_0047_BHVFTFDRX3	SparkAIS_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	S-EPTS	mm39
240329_VH00163_95_AAFCNC7M5	016_S1_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	mock_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S2_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep2	mock_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S3_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	standard_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S4_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep2	standard_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S5_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	low_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S6_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep2	low_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S7_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	high_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S8_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep2	high_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S9_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	low_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S10_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep2	low_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S11_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	high_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S12_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep2	high_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S13_S13_a1	CAG_EGFP_ITR_corrected	S1	rep2	rep1	mock_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S14_S14_a1	CAG_EGFP_ITR_corrected	S2	rep2	rep2	mock_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S15_S15_a1	CAG_EGFP_ITR_corrected	S3	rep2	rep1	standard_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S16_S16_a1	CAG_EGFP_ITR_corrected	S4	rep2	rep2	standard_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S17_S17_a1	CAG_EGFP_ITR_corrected	S5	rep2	rep1	low_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S18_S18_a1	CAG_EGFP_ITR_corrected	S6	rep2	rep2	low_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S19_S19_a1	CAG_EGFP_ITR_corrected	S7	rep2	rep1	high_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S20_S20_a1	CAG_EGFP_ITR_corrected	S8	rep2	rep2	high_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S21_S21_a1	CAG_EGFP_ITR_corrected	S9	rep2	rep1	low_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S22_S22_a1	CAG_EGFP_ITR_corrected	S10	rep2	rep2	low_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S23_S23_a1	CAG_EGFP_ITR_corrected	S11	rep2	rep1	high_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S24_S24_a1	CAG_EGFP_ITR_corrected	S12	rep2	rep2	high_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S25_S25_a1	CAG_EGFP_ITR_corrected	S1	rep3	rep1	mock_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S26_S26_a1	CAG_EGFP_ITR_corrected	S2	rep3	rep2	mock_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S27_S27_a1	CAG_EGFP_ITR_corrected	S3	rep3	rep1	standard_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S28_S28_a1	CAG_EGFP_ITR_corrected	S4	rep3	rep2	standard_control	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S29_S29_a1	CAG_EGFP_ITR_corrected	S5	rep3	rep1	low_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S30_S30_a1	CAG_EGFP_ITR_corrected	S6	rep3	rep2	low_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S31_S31_a1	CAG_EGFP_ITR_corrected	S7	rep3	rep1	high_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S32_S32_a1	CAG_EGFP_ITR_corrected	S8	rep3	rep2	high_dose	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S33_S33_a1	CAG_EGFP_ITR_corrected	S9	rep3	rep1	low_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S34_S34_a1	CAG_EGFP_ITR_corrected	S10	rep3	rep2	low_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S35_S35_a1	CAG_EGFP_ITR_corrected	S11	rep3	rep1	high_dose_with_standard	Spark	TES	mm39
240329_VH00163_95_AAFCNC7M5	016_S36_S36_a1	CAG_EGFP_ITR_corrected	S12	rep3	rep2	high_dose_with_standard	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR	AAVIS-vector-prep-2nd-strand_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep1	vector_genome	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-1-2nd-strand_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-1-anneal_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-2-2nd-strand_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-2-anneal_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-3-2nd-strand_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR	GTSAMPLE1710-3-anneal_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	AAVIS_vector_prep_2nd_strand_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep1	vector_genome	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_1_2nd_strand_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_1_anneal_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_2_2nd_strand_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_2_anneal_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_3_2nd_strand_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1710_3_anneal_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1711_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1712_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1713_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1714_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1715_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1716_S13_a1	CAG_EGFP_ITR_corrected	S13	rep1	rep1	x	Spark	TES	hg38
240328_VH00163_94_AAFJHJGM5	GTSAMPLE1723_S14_a1	CAG_EGFP_ITR_corrected	S14	rep1	rep1	x	Spark	TES	hg38
240405_M05240_0149_000000000-L9FLR_mouse	AAVIS-vector-prep-2nd-strand_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep1	vector_genome	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-1-2nd-strand_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-1-anneal_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-2-2nd-strand_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-2-anneal_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-3-2nd-strand_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	x	Spark	TES	mm39
240405_M05240_0149_000000000-L9FLR_mouse	GTSAMPLE1710-3-anneal_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	AAVIS_vector_prep_2nd_strand_S4_a1	CAG_EGFP_ITR_corrected	S4	rep1	rep1	vector_genome	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_1_2nd_strand_S1_a1	CAG_EGFP_ITR_corrected	S1	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_1_anneal_S5_a1	CAG_EGFP_ITR_corrected	S5	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_2_2nd_strand_S2_a1	CAG_EGFP_ITR_corrected	S2	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_2_anneal_S6_a1	CAG_EGFP_ITR_corrected	S6	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_3_2nd_strand_S3_a1	CAG_EGFP_ITR_corrected	S3	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1710_3_anneal_S7_a1	CAG_EGFP_ITR_corrected	S7	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1711_S8_a1	CAG_EGFP_ITR_corrected	S8	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1712_S9_a1	CAG_EGFP_ITR_corrected	S9	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1713_S10_a1	CAG_EGFP_ITR_corrected	S10	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1714_S11_a1	CAG_EGFP_ITR_corrected	S11	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1715_S12_a1	CAG_EGFP_ITR_corrected	S12	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1716_S13_a1	CAG_EGFP_ITR_corrected	S13	rep1	rep1	x	Spark	TES	mm39
240328_VH00163_94_AAFJHJGM5_mouse	GTSAMPLE1723_S14_a1	CAG_EGFP_ITR_corrected	S14	rep1	rep1	x	Spark	TES	mm39